word	spam	ham	P(w_i|S)	P(w_i|H)
guesses	0	1	0.0	0.00020725388601
wat'll	0	1	0.0	0.00020725388601
inclusive	4	0	0.00534759358289	0.0
request	1	6	0.00133689839572	0.00124352331606
NUMBER	0	1	0.0	0.00020725388601
Urgh,	0	1	0.0	0.00020725388601
TsCs087147403231Winawk!Age16	2	0	0.00267379679144	0.0
I‰Û÷ve	0	1	0.0	0.00020725388601
guessed	0	1	0.0	0.00020725388601
promised	1	0	0.00133689839572	0.0
brother.	0	4	0.0	0.000829015544041
StarWars3,	3	0	0.00401069518717	0.0
bed!	0	1	0.0	0.00020725388601
shldxxxx,,	0	1	0.0	0.00020725388601
OFTEN	0	1	0.0	0.00020725388601
dying	0	1	0.0	0.00020725388601
hand:),,	0	1	0.0	0.00020725388601
TXTAUCTION,,	1	0	0.00133689839572	0.0
NYTHO,	0	1	0.0	0.00020725388601
bed.	0	4	0.0	0.000829015544041
topped	1	0	0.00133689839572	0.0
bed,	0	4	0.0	0.000829015544041
interested	0	4	0.0	0.000829015544041
creep	0	2	0.0	0.000414507772021
holding	0	6	0.0	0.00124352331606
test	0	16	0.0	0.00331606217617
Heroes,	1	0	0.00133689839572	0.0
shrink	0	1	0.0	0.00020725388601
SHOP	4	0	0.00534759358289	0.0
Yes.,,	0	1	0.0	0.00020725388601
kvb	0	1	0.0	0.00020725388601
brothers	0	1	0.0	0.00020725388601
SHOW	2	0	0.00267379679144	0.0
text.	3	2	0.00401069518717	0.000414507772021
welcome	0	2	0.0	0.000414507772021
update	7	2	0.00935828877005	0.000414507772021
belive	0	2	0.0	0.000414507772021
let's	4	0	0.00534759358289	0.0
Atleast	0	1	0.0	0.00020725388601
3AJ,,	2	0	0.00267379679144	0.0
2.,,	0	1	0.0	0.00020725388601
acted	0	2	0.0	0.000414507772021
St	2	1	0.00267379679144	0.00020725388601
mail.	0	3	0.0	0.000621761658031
you'ld	0	1	0.0	0.00020725388601
promise.	0	2	0.0	0.000414507772021
dang!	0	1	0.0	0.00020725388601
84128,custcare	1	0	0.00133689839572	0.0
08002986906,,	2	0	0.00267379679144	0.0
modules	0	2	0.0	0.000414507772021
affidavit	0	1	0.0	0.00020725388601
together	0	15	0.0	0.00310880829016
recently.,,	0	1	0.0	0.00020725388601
PC.,,	1	0	0.00133689839572	0.0
Obviously,	0	1	0.0	0.00020725388601
85069	2	0	0.00267379679144	0.0
reception	0	1	0.0	0.00020725388601
time,,	0	6	0.0	0.00124352331606
sooner,,	0	1	0.0	0.00020725388601
it..let	0	2	0.0	0.000414507772021
miles.,,	0	1	0.0	0.00020725388601
songs	0	3	0.0	0.000621761658031
pre-book	1	0	0.00133689839572	0.0
allowed	0	2	0.0	0.000414507772021
BYATCH	0	1	0.0	0.00020725388601
dance	0	2	0.0	0.000414507772021
å£1.50/week.	1	0	0.00133689839572	0.0
global	1	0	0.00133689839572	0.0
LRG	0	1	0.0	0.00020725388601
surf...,,	0	1	0.0	0.00020725388601
this,,	0	2	0.0	0.000414507772021
anand	0	1	0.0	0.00020725388601
grateful	0	1	0.0	0.00020725388601
bags.	0	1	0.0	0.00020725388601
digits)	1	0	0.00133689839572	0.0
09066368327	1	0	0.00133689839572	0.0
Hello!,,	0	1	0.0	0.00020725388601
certainly	0	3	0.0	0.000621761658031
Darren...,,	0	1	0.0	0.00020725388601
flash	0	2	0.0	0.000414507772021
X29.	1	0	0.00133689839572	0.0
nighters.	0	1	0.0	0.00020725388601
fiend/make	0	1	0.0	0.00020725388601
oz	0	2	0.0	0.000414507772021
cons...	0	1	0.0	0.00020725388601
rhythm	0	1	0.0	0.00020725388601
beforehand.	0	1	0.0	0.00020725388601
word.,,	0	1	0.0	0.00020725388601
leave?,,	0	1	0.0	0.00020725388601
blimey,	0	1	0.0	0.00020725388601
walking..	0	1	0.0	0.00020725388601
REALISE	0	1	0.0	0.00020725388601
WKEND	0	1	0.0	0.00020725388601
PoBox12n146tf15,,	1	0	0.00133689839572	0.0
tomo?,,	0	1	0.0	0.00020725388601
brownie	0	1	0.0	0.00020725388601
lei...	0	11	0.0	0.00227979274611
07808247860	1	0	0.00133689839572	0.0
pressies,,	0	1	0.0	0.00020725388601
anonymous	1	0	0.00133689839572	0.0
trouble	0	7	0.0	0.00145077720207
watts.	0	1	0.0	0.00020725388601
Jersey	1	0	0.00133689839572	0.0
REALLYNEED	0	1	0.0	0.00020725388601
activ8.	1	0	0.00133689839572	0.0
Just	30	89	0.0401069518717	0.0184455958549
gud	0	15	0.0	0.00310880829016
turns	0	5	0.0	0.00103626943005
yuou	0	1	0.0	0.00020725388601
finn's	0	1	0.0	0.00020725388601
WILL	1	6	0.00133689839572	0.00124352331606
p	2	0	0.00267379679144	0.0
soooo	0	1	0.0	0.00020725388601
me.need	0	1	0.0	0.00020725388601
hont.	0	1	0.0	0.00020725388601
Dizzamn,	0	1	0.0	0.00020725388601
gut	0	1	0.0	0.00020725388601
WILD	1	0	0.00133689839572	0.0
guy	0	21	0.0	0.00435233160622
drunkard!	0	1	0.0	0.00020725388601
added	2	4	0.00267379679144	0.000829015544041
dobby,,	0	1	0.0	0.00020725388601
asap?,,	0	1	0.0	0.00020725388601
sucker.	0	1	0.0	0.00020725388601
regret	0	1	0.0	0.00020725388601
bedroom	1	5	0.00133689839572	0.00103626943005
auction..,,	0	1	0.0	0.00020725388601
cost	7	6	0.00935828877005	0.00124352331606
Slowly	0	1	0.0	0.00020725388601
da:)he	0	1	0.0	0.00020725388601
Stupid	0	2	0.0	0.000414507772021
Orange	18	0	0.024064171123	0.0
ST	0	1	0.0	0.00020725388601
OK,	0	1	0.0	0.00020725388601
email.,,	0	1	0.0	0.00020725388601
OK.	0	1	0.0	0.00020725388601
30pp/txt	2	0	0.00267379679144	0.0
Waste	0	1	0.0	0.00020725388601
appear	0	1	0.0	0.00020725388601
brah,	0	2	0.0	0.000414507772021
assistance	0	1	0.0	0.00020725388601
pass.They	0	1	0.0	0.00020725388601
plane..	0	2	0.0	0.000414507772021
Landline.	2	0	0.00267379679144	0.0
gym.,,	0	1	0.0	0.00020725388601
Box39822	4	0	0.00534759358289	0.0
Imagine	0	2	0.0	0.000414507772021
shared	0	2	0.0	0.000414507772021
flame.	0	2	0.0	0.000414507772021
S..antha	0	1	0.0	0.00020725388601
chennai:),,	0	1	0.0	0.00020725388601
jide	0	1	0.0	0.00020725388601
unsold.now	0	1	0.0	0.00020725388601
;),,	0	1	0.0	0.00020725388601
ou	1	0	0.00133689839572	0.0
M26	3	0	0.00401069518717	0.0
08715203028	1	0	0.00133689839572	0.0
them,,	0	3	0.0	0.000621761658031
downloaded	1	1	0.00133689839572	0.00020725388601
5pm	0	1	0.0	0.00020725388601
chance,,	0	1	0.0	0.00020725388601
eerie	3	0	0.00401069518717	0.0
English	0	1	0.0	0.00020725388601
hadn't	0	1	0.0	0.00020725388601
MR!ur	0	1	0.0	0.00020725388601
Breaker	1	0	0.00133689839572	0.0
teaches	0	4	0.0	0.000829015544041
teacher	0	1	0.0	0.00020725388601
change	0	15	0.0	0.00310880829016
sending	2	8	0.00267379679144	0.00165803108808
16+.	3	0	0.00401069518717	0.0
words...	0	2	0.0	0.000414507772021
want2come.	0	1	0.0	0.00020725388601
topic..sorry	0	1	0.0	0.00020725388601
Prize,	4	0	0.00534759358289	0.0
jay	0	5	0.0	0.00103626943005
on),,	0	1	0.0	0.00020725388601
INR	0	2	0.0	0.000414507772021
Tomorrow	0	2	0.0	0.000414507772021
trial	1	0	0.00133689839572	0.0
sleep,,	0	3	0.0	0.000621761658031
INK	0	1	0.0	0.00020725388601
usually	0	4	0.0	0.000829015544041
434	3	0	0.00401069518717	0.0
deluxe	1	0	0.00133689839572	0.0
430	0	1	0.0	0.00020725388601
INC	1	0	0.00133689839572	0.0
albi	0	1	0.0	0.00020725388601
extra	6	4	0.00802139037433	0.000829015544041
sense.,,	0	1	0.0	0.00020725388601
da:)where	0	1	0.0	0.00020725388601
Evenings	0	1	0.0	0.00020725388601
me!;,,	0	1	0.0	0.00020725388601
0870	6	0	0.00802139037433	0.0
hesitate.	0	1	0.0	0.00020725388601
market	0	2	0.0	0.000414507772021
bffs	0	1	0.0	0.00020725388601
jan	0	2	0.0	0.000414507772021
lage.	0	1	0.0	0.00020725388601
pushes	0	1	0.0	0.00020725388601
15541	1	0	0.00133689839572	0.0
prove	0	2	0.0	0.000414507772021
GIFTS!!	0	1	0.0	0.00020725388601
Life\	0	2	0.0	0.000414507772021
westshore	0	1	0.0	0.00020725388601
ofice...got	0	1	0.0	0.00020725388601
Tiger	1	0	0.00133689839572	0.0
live	18	9	0.024064171123	0.00186528497409
Big	0	1	0.0	0.00020725388601
weddin,,	0	1	0.0	0.00020725388601
Sub.	5	0	0.00668449197861	0.0
'IF	0	1	0.0	0.00020725388601
tonite...,,	0	1	0.0	0.00020725388601
angels	0	1	0.0	0.00020725388601
Mon	0	1	0.0	0.00020725388601
tuition...	0	2	0.0	0.000414507772021
lyricalladie(21/F)	1	0	0.00133689839572	0.0
poly/true/Pix/Ringtones/Games	1	0	0.00133689839572	0.0
F	3	0	0.00401069518717	0.0
club	5	1	0.00668449197861	0.00020725388601
Monday,	0	1	0.0	0.00020725388601
envelope	2	0	0.00267379679144	0.0
dled	0	1	0.0	0.00020725388601
money!!!	1	0	0.00133689839572	0.0
09057039994,,	1	0	0.00133689839572	0.0
khelate	0	1	0.0	0.00020725388601
Life!	0	1	0.0	0.00020725388601
\Im	0	2	0.0	0.000414507772021
REPLY	1	0	0.00133689839572	0.0
wondering,	0	1	0.0	0.00020725388601
69888Nyt.	1	0	0.00133689839572	0.0
(That	0	1	0.0	0.00020725388601
WINNER!	1	0	0.00133689839572	0.0
Celebrations	0	1	0.0	0.00020725388601
Subs	2	0	0.00267379679144	0.0
poo,,	0	1	0.0	0.00020725388601
car	0	29	0.0	0.0060103626943
cat	0	3	0.0	0.000621761658031
MMM	0	2	0.0	0.000414507772021
Iwas+marine&thatåÕs	0	1	0.0	0.00020725388601
come:)i	0	1	0.0	0.00020725388601
can	25	277	0.033422459893	0.0574093264249
cam	2	1	0.00267379679144	0.00020725388601
cal	0	4	0.0	0.000829015544041
09058099801	2	0	0.00267379679144	0.0
å£3/wk	1	0	0.00133689839572	0.0
88088,,	2	0	0.00267379679144	0.0
chex,,	0	1	0.0	0.00020725388601
heart	0	22	0.0	0.00455958549223
dedicated	0	2	0.0	0.000414507772021
difference..?	0	1	0.0	0.00020725388601
chip	0	2	0.0	0.000414507772021
09065989182.	1	0	0.00133689839572	0.0
didn't	0	39	0.0	0.0080829015544
today:)	0	1	0.0	0.00020725388601
4...,,	0	1	0.0	0.00020725388601
heard	3	8	0.00401069518717	0.00165803108808
spk	0	1	0.0	0.00020725388601
Wuld	0	1	0.0	0.00020725388601
o	0	8	0.0	0.00165803108808
min..,,	0	2	0.0	0.000414507772021
buyers.,,	0	1	0.0	0.00020725388601
7+2+5=?????	0	1	0.0	0.00020725388601
occur	0	1	0.0	0.00020725388601
TOWN..CUD	0	1	0.0	0.00020725388601
IWANA	0	1	0.0	0.00020725388601
lol,,	0	4	0.0	0.000829015544041
,,	32	149	0.0427807486631	0.0308808290155
sized	0	1	0.0	0.00020725388601
records,,	1	0	0.00133689839572	0.0
way,,	0	8	0.0	0.00165803108808
0870141701216+	1	0	0.00133689839572	0.0
reply...,,	0	2	0.0	0.000414507772021
Gain	0	1	0.0	0.00020725388601
Callertune,,	0	5	0.0	0.00103626943005
Unni	0	1	0.0	0.00020725388601
sochte	0	1	0.0	0.00020725388601
123,,	1	0	0.00133689839572	0.0
http://www.wtlp.co.uk/text.	1	0	0.00133689839572	0.0
??	0	1	0.0	0.00020725388601
chechi.	0	1	0.0	0.00020725388601
again*loving	0	1	0.0	0.00020725388601
Suganya.,,	0	1	0.0	0.00020725388601
mundhe	0	1	0.0	0.00020725388601
eruku.,,	0	1	0.0	0.00020725388601
Always	0	7	0.0	0.00145077720207
sacrifice	0	1	0.0	0.00020725388601
K.then	0	1	0.0	0.00020725388601
edukkukayee	0	1	0.0	0.00020725388601
?-	0	1	0.0	0.00020725388601
06.05.05,,	1	0	0.00133689839572	0.0
outsider,,	0	1	0.0	0.00020725388601
commit	0	1	0.0	0.00020725388601
CANCEL	1	0	0.00133689839572	0.0
hear,	0	1	0.0	0.00020725388601
hear.	0	1	0.0	0.00020725388601
lifting	0	1	0.0	0.00020725388601
wthout	0	1	0.0	0.00020725388601
autocorrect,,	0	1	0.0	0.00020725388601
chiong	0	1	0.0	0.00020725388601
remember	0	22	0.0	0.00455958549223
whenever	0	10	0.0	0.0020725388601
explicit	2	0	0.00267379679144	0.0
2MORO	0	1	0.0	0.00020725388601
Bonus	15	0	0.0200534759358	0.0
ISV.IMPORTANT	0	1	0.0	0.00020725388601
Fml,,	0	1	0.0	0.00020725388601
selflessness.	0	1	0.0	0.00020725388601
friendship.,,	0	1	0.0	0.00020725388601
interesting,,	0	1	0.0	0.00020725388601
*pushes	0	1	0.0	0.00020725388601
Shit	0	2	0.0	0.000414507772021
typical	0	1	0.0	0.00020725388601
no,	1	4	0.00133689839572	0.000829015544041
Cha	2	0	0.00267379679144	0.0
no.	1	13	0.00133689839572	0.00269430051813
tkts	4	0	0.00534759358289	0.0
evo.	0	1	0.0	0.00020725388601
Rs	0	2	0.0	0.000414507772021
indeed	0	1	0.0	0.00020725388601
Roger?	0	1	0.0	0.00020725388601
Chk	0	1	0.0	0.00020725388601
Itna	0	1	0.0	0.00020725388601
no!	0	1	0.0	0.00020725388601
dat?,,	0	1	0.0	0.00020725388601
brain	0	3	0.0	0.000621761658031
no>	1	0	0.00133689839572	0.0
4BREKKIE!	0	1	0.0	0.00020725388601
audrey's	0	1	0.0	0.00020725388601
stayed	0	2	0.0	0.000414507772021
2WATERSHD	0	1	0.0	0.00020725388601
24hrs.	1	0	0.00133689839572	0.0
cold	0	2	0.0	0.000414507772021
FML,	2	0	0.00267379679144	0.0
Ganesh	0	1	0.0	0.00020725388601
birds	1	3	0.00133689839572	0.000621761658031
subs	1	1	0.00133689839572	0.00020725388601
lot,,	0	1	0.0	0.00020725388601
RV	0	1	0.0	0.00020725388601
4.rowdy	0	1	0.0	0.00020725388601
å£1.50perWKsub,,	2	0	0.00267379679144	0.0
reacting	0	1	0.0	0.00020725388601
sexiest	1	0	0.00133689839572	0.0
forms	0	1	0.0	0.00020725388601
rental:	1	0	0.00133689839572	0.0
140ppm,,	1	0	0.00133689839572	0.0
roommates,,	0	1	0.0	0.00020725388601
showered	0	1	0.0	0.00020725388601
won.	3	0	0.00401069518717	0.0
Once	0	9	0.0	0.00186528497409
for!	0	1	0.0	0.00020725388601
Wait	0	6	0.0	0.00124352331606
mah...	0	1	0.0	0.00020725388601
non	0	1	0.0	0.00020725388601
noe	0	15	0.0	0.00310880829016
greetings,,	0	1	0.0	0.00020725388601
attack,	0	1	0.0	0.00020725388601
billy	0	1	0.0	0.00020725388601
HOLIDAY?	0	1	0.0	0.00020725388601
NAME2	2	0	0.00267379679144	0.0
EXAMS	0	1	0.0	0.00020725388601
half	5	25	0.00668449197861	0.00518134715026
not	20	320	0.0267379679144	0.0663212435233
now	64	108	0.0855614973262	0.0223834196891
discuss	0	5	0.0	0.00103626943005
nor	0	1	0.0	0.00020725388601
POBox36504W45WQ	5	0	0.00668449197861	0.0
wont	0	31	0.0	0.00642487046632
\wow	0	1	0.0	0.00020725388601
ENGLAND	3	0	0.00401069518717	0.0
birthday?	0	1	0.0	0.00020725388601
Lucozade	2	0	0.00267379679144	0.0
drop	0	14	0.0	0.00290155440415
oh...	0	2	0.0	0.000414507772021
firsg,,	0	1	0.0	0.00020725388601
Day\	0	2	0.0	0.000414507772021
wear.	0	1	0.0	0.00020725388601
liao,	0	2	0.0	0.000414507772021
birthday.	0	2	0.0	0.000414507772021
Headin	0	1	0.0	0.00020725388601
entirely	0	1	0.0	0.00020725388601
cliffs	0	1	0.0	0.00020725388601
already...	0	9	0.0	0.00186528497409
late?\,,	0	1	0.0	0.00020725388601
for?,,	0	1	0.0	0.00020725388601
O2:	1	0	0.00133689839572	0.0
em	1	8	0.00133689839572	0.00165803108808
el	0	1	0.0	0.00020725388601
domain	0	1	0.0	0.00020725388601
en	0	1	0.0	0.00020725388601
eh	0	5	0.0	0.00103626943005
...*deep	0	1	0.0	0.00020725388601
ee	0	1	0.0	0.00020725388601
eg	11	0	0.0147058823529	0.0
69696	2	0	0.00267379679144	0.0
Dude	0	10	0.0	0.0020725388601
yeah	0	15	0.0	0.00310880829016
hurried	0	2	0.0	0.000414507772021
.Terry\,,	0	1	0.0	0.00020725388601
DONE	0	3	0.0	0.000621761658031
ex	0	6	0.0	0.00124352331606
year	5	18	0.00668449197861	0.00373056994819
Aft	0	4	0.0	0.000829015544041
leaving,,	0	1	0.0	0.00020725388601
happen	0	15	0.0	0.00310880829016
calling	4	12	0.00534759358289	0.00248704663212
basq!ihave	0	1	0.0	0.00020725388601
wallpaper	1	0	0.00133689839572	0.0
Hello.	1	4	0.00133689839572	0.000829015544041
8th,,	0	1	0.0	0.00020725388601
Hello,	0	7	0.0	0.00145077720207
Hello-	0	1	0.0	0.00020725388601
opened	0	1	0.0	0.00020725388601
space	0	4	0.0	0.000829015544041
eve.,,	0	1	0.0	0.00020725388601
celebrate.	0	1	0.0	0.00020725388601
*kiss*,,	0	2	0.0	0.000414507772021
Hello!	0	4	0.0	0.000829015544041
looking	9	19	0.0120320855615	0.0039378238342
2005.	2	0	0.00267379679144	0.0
Alwys	0	2	0.0	0.000414507772021
receiving	2	2	0.00267379679144	0.000414507772021
lunch...,,	0	1	0.0	0.00020725388601
STUDY	0	1	0.0	0.00020725388601
shows	31	4	0.0414438502674	0.000829015544041
Stop?	2	0	0.00267379679144	0.0
e.	2	0	0.00267379679144	0.0
interesting.	0	1	0.0	0.00020725388601
cars	0	2	0.0	0.000414507772021
fri?,,	0	1	0.0	0.00020725388601
MISSIN	0	1	0.0	0.00020725388601
Oh...	0	6	0.0	0.00124352331606
fire.	0	1	0.0	0.00020725388601
www.movietrivia.tv	2	0	0.00267379679144	0.0
Hello\	0	3	0.0	0.000621761658031
eveB-),,	0	1	0.0	0.00020725388601
sugar.	0	1	0.0	0.00020725388601
Free,	1	0	0.00133689839572	0.0
aha.,,	0	5	0.0	0.00103626943005
Unless	0	3	0.0	0.000621761658031
Free!	6	0	0.00802139037433	0.0
due,,	0	1	0.0	0.00020725388601
challenge?	0	1	0.0	0.00020725388601
college.,,	0	2	0.0	0.000414507772021
card	1	9	0.00133689839572	0.00186528497409
care	4	35	0.00534759358289	0.00725388601036
Blind	2	0	0.00267379679144	0.0
izzit?,,	0	2	0.0	0.000414507772021
happening,	0	1	0.0	0.00020725388601
92H.	2	0	0.00267379679144	0.0
responding,,	0	1	0.0	0.00020725388601
Videos	1	0	0.00133689839572	0.0
money?,,	0	1	0.0	0.00020725388601
touched...,,	0	1	0.0	0.00020725388601
coulda	0	1	0.0	0.00020725388601
shu	0	2	0.0	0.000414507772021
couldnåÕt	0	1	0.0	0.00020725388601
happening?	0	1	0.0	0.00020725388601
tones,,	1	0	0.00133689839572	0.0
invitation	0	1	0.0	0.00020725388601
515	0	1	0.0	0.00020725388601
Elvis	1	0	0.00133689839572	0.0
prescripiton	1	0	0.00133689839572	0.0
souveniers	0	1	0.0	0.00020725388601
Even	0	15	0.0	0.00310880829016
1225	1	0	0.00133689839572	0.0
madam	0	1	0.0	0.00020725388601
rinu	0	1	0.0	0.00020725388601
Hang	0	1	0.0	0.00020725388601
There	0	15	0.0	0.00310880829016
zac	0	1	0.0	0.00020725388601
yourself	0	14	0.0	0.00290155440415
swt.	0	1	0.0	0.00020725388601
Till	0	1	0.0	0.00020725388601
xx	3	0	0.00401069518717	0.0
xy	0	5	0.0	0.00103626943005
SP:Tyrone,,	4	0	0.00534759358289	0.0
directly	0	5	0.0	0.00103626943005
appreciate.	0	1	0.0	0.00020725388601
impossible	0	2	0.0	0.000414507772021
message	20	21	0.0267379679144	0.00435233160622
forwarding	0	1	0.0	0.00020725388601
Ever	1	2	0.00133689839572	0.000414507772021
tomorrow	0	27	0.0	0.00559585492228
xt	1	0	0.00133689839572	0.0
Jesus	0	2	0.0	0.000414507772021
dreams...,,	0	1	0.0	0.00020725388601
Fredericksburg,,	0	1	0.0	0.00020725388601
aft.	0	1	0.0	0.00020725388601
checked	0	6	0.0	0.00124352331606
silent	0	3	0.0	0.000621761658031
caught	0	2	0.0	0.000414507772021
call.urgent.,,	0	1	0.0	0.00020725388601
dawns	0	1	0.0	0.00020725388601
weekdays	0	1	0.0	0.00020725388601
FANCY	0	1	0.0	0.00020725388601
how?,,	0	3	0.0	0.000621761658031
ru?	0	1	0.0	0.00020725388601
Swtheart	0	3	0.0	0.000621761658031
fo	0	1	0.0	0.00020725388601
gravy.	0	1	0.0	0.00020725388601
friend	5	27	0.00668449197861	0.00559585492228
brainy	0	1	0.0	0.00020725388601
wed,	0	1	0.0	0.00020725388601
Designation	0	1	0.0	0.00020725388601
that	23	387	0.0307486631016	0.080207253886
Rate.	1	0	0.00133689839572	0.0
0789xxxxxxx.	1	0	0.00133689839572	0.0
yet,,	0	2	0.0	0.000414507772021
WEEK+	0	1	0.0	0.00020725388601
go.,,	0	2	0.0	0.000414507772021
Eve?	1	0	0.00133689839572	0.0
Everyone	1	0	0.00133689839572	0.0
Stupid.its	0	3	0.0	0.000621761658031
ex...,,	0	1	0.0	0.00020725388601
Mobileupd8	1	0	0.00133689839572	0.0
(not	0	1	0.0	0.00020725388601
than	2	35	0.00267379679144	0.00725388601036
god,,	0	1	0.0	0.00020725388601
Btw	0	2	0.0	0.000414507772021
å£125	1	0	0.00133689839572	0.0
loverboy	0	3	0.0	0.000621761658031
gobi	0	1	0.0	0.00020725388601
transferred	1	0	0.00133689839572	0.0
sometime!,,	0	1	0.0	0.00020725388601
wasn‰Û÷t	0	1	0.0	0.00020725388601
elsewhere.,,	0	1	0.0	0.00020725388601
Sweet	0	3	0.0	0.000621761658031
PlanetTalkInstant.com	1	0	0.00133689839572	0.0
HEY,,	0	1	0.0	0.00020725388601
Hrishi,,	0	1	0.0	0.00020725388601
www.clubzed.co.uk	1	0	0.00133689839572	0.0
surname	0	1	0.0	0.00020725388601
starve	0	1	0.0	0.00020725388601
goverment	0	1	0.0	0.00020725388601
him,,	0	10	0.0	0.0020725388601
iz	0	3	0.0	0.000621761658031
slap	0	1	0.0	0.00020725388601
Cali	0	1	0.0	0.00020725388601
5.Terror	0	1	0.0	0.00020725388601
Call	136	19	0.181818181818	0.0039378238342
loko	0	1	0.0	0.00020725388601
advance,,	0	1	0.0	0.00020725388601
shitload	0	1	0.0	0.00020725388601
PoBox1,	1	0	0.00133689839572	0.0
groovy.	0	1	0.0	0.00020725388601
cal;l	1	0	0.00133689839572	0.0
Marley,	1	0	0.00133689839572	0.0
humans	0	1	0.0	0.00020725388601
SOMEONE	0	3	0.0	0.000621761658031
slave!	0	1	0.0	0.00020725388601
callback	1	0	0.00133689839572	0.0
habba..hw	0	1	0.0	0.00020725388601
slave,	0	1	0.0	0.00020725388601
slave.	0	1	0.0	0.00020725388601
pizza...	0	1	0.0	0.00020725388601
Help08700621170150p	1	0	0.00133689839572	0.0
Refused	1	0	0.00133689839572	0.0
terrific	0	2	0.0	0.000414507772021
spark.	0	1	0.0	0.00020725388601
weasels...	0	1	0.0	0.00020725388601
January	1	0	0.00133689839572	0.0
ego	0	1	0.0	0.00020725388601
slave?	0	1	0.0	0.00020725388601
pa..,,	0	1	0.0	0.00020725388601
deus	0	2	0.0	0.000414507772021
bitching	0	1	0.0	0.00020725388601
family,,	0	1	0.0	0.00020725388601
begin	0	2	0.0	0.000414507772021
magazine,	0	1	0.0	0.00020725388601
Off	0	3	0.0	0.000621761658031
Unlike	0	1	0.0	0.00020725388601
Package	0	1	0.0	0.00020725388601
Sorry,in	0	2	0.0	0.000414507772021
lubly!	0	1	0.0	0.00020725388601
price	10	4	0.0133689839572	0.000829015544041
isComing	0	1	0.0	0.00020725388601
unique&I	0	1	0.0	0.00020725388601
foregate	0	1	0.0	0.00020725388601
4u,	2	0	0.00267379679144	0.0
1172.	1	0	0.00133689839572	0.0
impossible.	0	1	0.0	0.00020725388601
fellow?,,	0	1	0.0	0.00020725388601
forever	0	4	0.0	0.000829015544041
failure	0	1	0.0	0.00020725388601
mrt	0	7	0.0	0.00145077720207
egg	0	2	0.0	0.000414507772021
Fuck	0	8	0.0	0.00165803108808
visitors,	0	1	0.0	0.00020725388601
caveboy,,	0	1	0.0	0.00020725388601
Nookii	1	0	0.00133689839572	0.0
alfie	2	0	0.00267379679144	0.0
professional	1	0	0.00133689839572	0.0
dokey,	0	1	0.0	0.00020725388601
7:30	0	1	0.0	0.00020725388601
fiting	0	1	0.0	0.00020725388601
9.,,	0	1	0.0	0.00020725388601
S'fine.	0	1	0.0	0.00020725388601
shoppin	0	2	0.0	0.000414507772021
Eek	0	1	0.0	0.00020725388601
Wed	0	1	0.0	0.00020725388601
moon.,,	0	1	0.0	0.00020725388601
splleing	0	2	0.0	0.000414507772021
NICHOLS,,	0	1	0.0	0.00020725388601
Wen	0	9	0.0	0.00186528497409
while,	0	1	0.0	0.00020725388601
PARIS.FREE	1	0	0.00133689839572	0.0
\Walk	0	1	0.0	0.00020725388601
panties?	0	1	0.0	0.00020725388601
BOX420.	1	0	0.00133689839572	0.0
fletcher	0	1	0.0	0.00020725388601
Wet	1	0	0.00133689839572	0.0
Loads	0	1	0.0	0.00020725388601
fifth	0	1	0.0	0.00020725388601
crashing	0	1	0.0	0.00020725388601
aint	0	4	0.0	0.000829015544041
08712405020.,,	3	0	0.00401069518717	0.0
recharge.	0	1	0.0	0.00020725388601
upgrade	3	0	0.00401069518717	0.0
darlings!	0	1	0.0	0.00020725388601
restrictions,	1	0	0.00133689839572	0.0
understand.,,	0	1	0.0	0.00020725388601
persons..\	0	1	0.0	0.00020725388601
what...	0	1	0.0	0.00020725388601
belligerent,,	0	1	0.0	0.00020725388601
jolt	0	2	0.0	0.000414507772021
HELLO	0	1	0.0	0.00020725388601
\3000	1	0	0.00133689839572	0.0
only	30	100	0.0401069518717	0.020725388601
I'ma	0	1	0.0	0.00020725388601
Bognor	0	1	0.0	0.00020725388601
one...	0	2	0.0	0.000414507772021
hold,,	0	2	0.0	0.000414507772021
Nvm	0	2	0.0	0.000414507772021
www.txt43.com	1	0	0.00133689839572	0.0
someone....that	0	1	0.0	0.00020725388601
0871-872-9755	1	0	0.00133689839572	0.0
sathy	0	1	0.0	0.00020725388601
0871-872-9758	1	0	0.00133689839572	0.0
Ahmad	0	5	0.0	0.00103626943005
truly	3	1	0.00401069518717	0.00020725388601
08718727870.,,	1	0	0.00133689839572	0.0
cannot	0	3	0.0	0.000621761658031
'til	0	3	0.0	0.000621761658031
ENTER	2	0	0.00267379679144	0.0
website..now	0	1	0.0	0.00020725388601
Indyarocks.com,,	0	1	0.0	0.00020725388601
July	1	0	0.00133689839572	0.0
celebrate	0	3	0.0	0.000621761658031
chechi.,,	0	1	0.0	0.00020725388601
TOWN	0	2	0.0	0.000414507772021
bud,	0	1	0.0	0.00020725388601
captaining	0	1	0.0	0.00020725388601
recharged	0	1	0.0	0.00020725388601
LOTR	2	0	0.00267379679144	0.0
PO	31	0	0.0414438502674	0.0
bugis.,,	0	1	0.0	0.00020725388601
HUNNY!WOT	0	1	0.0	0.00020725388601
Networking	0	2	0.0	0.000414507772021
friends,	0	3	0.0	0.000621761658031
T&C's	6	0	0.00802139037433	0.0
friends.	4	3	0.00534759358289	0.000621761658031
town.	1	0	0.00133689839572	0.0
09066362220	1	0	0.00133689839572	0.0
store,,	0	1	0.0	0.00020725388601
layin	0	1	0.0	0.00020725388601
